Data,15,record,timestamp,"1024875296",s,distance,"9388.8",m,accumulated_power,"208777",watts,altitude,"1706.4",m,speed,"6.354",m/s,power,"128",watts,enhanced_respiration_rate,"33.88",Breaths/min,heart_rate,"129",bpm,cadence,"99",rpm,temperature,"29",C,left_right_balance,"166",,fractional_cadence,"0.0",rpm,left_pco,"-1",mm,right_pco,"2",mm,left_power_phase,"333.2812552075196|216.5625033837891",degrees,left_power_phase_peak,"68.90625107666017|115.31250180175785",degrees,right_power_phase,"347.3437554272462|230.6250036035157",degrees,right_power_phase_peak,"68.90625107666017|116.7187518237305",degrees,unknown,"3",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.4",m,enhanced_speed,"6.354",m/s,
Data,15,record,timestamp,"1024875297",s,distance,"9395.66",m,accumulated_power,"208957",watts,altitude,"1706.1999999999998",m,speed,"6.41",m/s,power,"180",watts,enhanced_respiration_rate,"33.88",Breaths/min,heart_rate,"128",bpm,cadence,"99",rpm,temperature,"29",C,left_right_balance,"177",,fractional_cadence,"0.0",rpm,left_pco,"-1",mm,right_pco,"2",mm,left_power_phase,"344.53125538330085|217.96875340576176",degrees,left_power_phase_peak,"77.34375120849612|120.93750188964847",degrees,right_power_phase,"354.3750055371095|217.96875340576176",degrees,right_power_phase_peak,"77.34375120849612|122.34375191162113",degrees,unknown,"3",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.1999999999998",m,enhanced_speed,"6.41",m/s,
Data,15,record,timestamp,"1024875298",s,distance,"9402.55",m,accumulated_power,"209117",watts,altitude,"1706.1999999999998",m,speed,"6.476",m/s,power,"160",watts,enhanced_respiration_rate,"33.88",Breaths/min,heart_rate,"128",bpm,cadence,"101",rpm,temperature,"29",C,left_right_balance,"176",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"4",mm,left_power_phase,"344.53125538330085|217.96875340576176",degrees,left_power_phase_peak,"77.34375120849612|120.93750188964847",degrees,right_power_phase,"345.9375054052735|232.03125362548835",degrees,right_power_phase_peak,"75.93750118652346|122.34375191162113",degrees,unknown,"3",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.1999999999998",m,enhanced_speed,"6.476",m/s,
Data,15,record,timestamp,"1024875299",s,distance,"9409.44",m,accumulated_power,"209307",watts,altitude,"1706.1999999999998",m,speed,"6.559",m/s,power,"190",watts,enhanced_respiration_rate,"33.88",Breaths/min,heart_rate,"128",bpm,cadence,"101",rpm,temperature,"29",C,left_right_balance,"170",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"4",mm,left_power_phase,"323.437505053711|222.18750347167975",degrees,left_power_phase_peak,"60.46875094482424|113.90625177978518",degrees,right_power_phase,"345.9375054052735|232.03125362548835",degrees,right_power_phase_peak,"75.93750118652346|122.34375191162113",degrees,unknown,"3",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.1999999999998",m,enhanced_speed,"6.559",m/s,
Data,15,record,timestamp,"1024875300",s,distance,"9416.37",m,accumulated_power,"209403",watts,altitude,"1706.0",m,speed,"6.625",m/s,power,"96",watts,enhanced_respiration_rate,"33.88",Breaths/min,heart_rate,"128",bpm,cadence,"101",rpm,temperature,"28",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"-4",mm,left_power_phase,"323.437505053711|222.18750347167975",degrees,left_power_phase_peak,"60.46875094482424|113.90625177978518",degrees,right_power_phase,"345.9375054052735|232.03125362548835",degrees,right_power_phase_peak,"75.93750118652346|122.34375191162113",degrees,unknown,"3",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.0",m,enhanced_speed,"6.625",m/s,
Data,15,record,timestamp,"1024875301",s,distance,"9423.31",m,accumulated_power,"209502",watts,altitude,"1706.0",m,speed,"6.699",m/s,power,"99",watts,enhanced_respiration_rate,"34.0",Breaths/min,heart_rate,"125",bpm,cadence,"99",rpm,temperature,"28",C,left_right_balance,"174",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"-4",mm,left_power_phase,"323.437505053711|222.18750347167975",degrees,left_power_phase_peak,"60.46875094482424|113.90625177978518",degrees,right_power_phase,"345.9375054052735|232.03125362548835",degrees,right_power_phase_peak,"75.93750118652346|122.34375191162113",degrees,unknown,"3",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.0",m,enhanced_speed,"6.699",m/s,
Data,15,record,timestamp,"1024875302",s,distance,"9430.3",m,accumulated_power,"209677",watts,altitude,"1706.0",m,speed,"6.765",m/s,power,"175",watts,enhanced_respiration_rate,"34.0",Breaths/min,heart_rate,"125",bpm,cadence,"102",rpm,temperature,"28",C,left_right_balance,"174",,fractional_cadence,"0.0",rpm,left_pco,"-1",mm,right_pco,"-2",mm,left_power_phase,"334.6875052294923|203.9062531860352",degrees,left_power_phase_peak,"67.50000105468752|118.12500184570315",degrees,right_power_phase,"11.250000175781253|225.00000351562505",degrees,right_power_phase_peak,"84.3750013183594|125.15625195556643",degrees,unknown,"3",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.0",m,enhanced_speed,"6.765",m/s,
Data,15,record,timestamp,"1024875303",s,distance,"9437.24",m,accumulated_power,"209802",watts,altitude,"1706.0",m,speed,"6.821",m/s,power,"125",watts,enhanced_respiration_rate,"34.0",Breaths/min,heart_rate,"125",bpm,cadence,"100",rpm,temperature,"28",C,left_right_balance,"173",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"-6",mm,left_power_phase,"7.031250109863283|216.5625033837891",degrees,left_power_phase_peak,"82.96875129638674|123.75000193359378",degrees,right_power_phase,"11.250000175781253|225.00000351562505",degrees,right_power_phase_peak,"84.3750013183594|125.15625195556643",degrees,unknown,"3",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.0",m,enhanced_speed,"6.821",m/s,
Data,15,record,timestamp,"1024875304",s,distance,"9444.15",m,accumulated_power,"209972",watts,altitude,"1706.0",m,speed,"6.858",m/s,power,"170",watts,enhanced_respiration_rate,"34.0",Breaths/min,heart_rate,"123",bpm,cadence,"104",rpm,temperature,"28",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-1",mm,right_pco,"-4",mm,left_power_phase,"7.031250109863283|216.5625033837891",degrees,left_power_phase_peak,"82.96875129638674|123.75000193359378",degrees,right_power_phase,"11.250000175781253|225.00000351562505",degrees,right_power_phase_peak,"84.3750013183594|125.15625195556643",degrees,unknown,"3",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.0",m,enhanced_speed,"6.858",m/s,
Data,15,record,timestamp,"1024875305",s,distance,"9451.09",m,accumulated_power,"210086",watts,altitude,"1706.0",m,speed,"6.895",m/s,power,"114",watts,enhanced_respiration_rate,"34.0",Breaths/min,heart_rate,"123",bpm,cadence,"104",rpm,temperature,"28",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"0",mm,left_power_phase,"7.031250109863283|216.5625033837891",degrees,left_power_phase_peak,"82.96875129638674|123.75000193359378",degrees,right_power_phase,"15.468750241699222|223.5937534936524",degrees,right_power_phase_peak,"90.00000140625002|130.78125204345707",degrees,unknown,"3",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.0",m,enhanced_speed,"6.895",m/s,
Data,15,record,timestamp,"1024875306",s,distance,"9457.98",m,accumulated_power,"210086",watts,altitude,"1706.0",m,speed,"6.914",m/s,power,"144",watts,enhanced_respiration_rate,"32.9",Breaths/min,heart_rate,"123",bpm,cadence,"104",rpm,temperature,"28",C,left_right_balance,"166",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"0",mm,left_power_phase,"348.75000544921886|213.7500033398438",degrees,left_power_phase_peak,"75.93750118652346|122.34375191162113",degrees,right_power_phase,"0.0|230.6250036035157",degrees,right_power_phase_peak,"73.12500114257814|127.96875199951175",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.0",m,enhanced_speed,"6.914",m/s,
Data,15,record,timestamp,"1024875307",s,distance,"9464.93",m,accumulated_power,"210374",watts,altitude,"1706.0",m,speed,"6.923",m/s,power,"144",watts,enhanced_respiration_rate,"32.9",Breaths/min,heart_rate,"123",bpm,cadence,"103",rpm,temperature,"28",C,left_right_balance,"166",,fractional_cadence,"0.0",rpm,left_pco,"-1",mm,right_pco,"-4",mm,left_power_phase,"348.75000544921886|213.7500033398438",degrees,left_power_phase_peak,"75.93750118652346|122.34375191162113",degrees,right_power_phase,"0.0|230.6250036035157",degrees,right_power_phase_peak,"73.12500114257814|127.96875199951175",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.0",m,enhanced_speed,"6.923",m/s,
Data,15,record,timestamp,"1024875308",s,distance,"9471.94",m,accumulated_power,"210504",watts,altitude,"1706.0",m,speed,"6.933",m/s,power,"130",watts,enhanced_respiration_rate,"32.9",Breaths/min,heart_rate,"123",bpm,cadence,"99",rpm,temperature,"28",C,left_right_balance,"182",,fractional_cadence,"0.0",rpm,left_pco,"-1",mm,right_pco,"-4",mm,left_power_phase,"7.031250109863283|213.7500033398438",degrees,left_power_phase_peak,"78.75000123046877|126.5625019775391",degrees,right_power_phase,"15.468750241699222|220.7812534497071",degrees,right_power_phase_peak,"101.25000158203127|125.15625195556643",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.0",m,enhanced_speed,"6.933",m/s,
Data,15,record,timestamp,"1024875309",s,distance,"9478.94",m,accumulated_power,"210655",watts,altitude,"1706.1999999999998",m,speed,"6.933",m/s,power,"151",watts,enhanced_respiration_rate,"32.9",Breaths/min,heart_rate,"123",bpm,cadence,"102",rpm,temperature,"28",C,left_right_balance,"181",,fractional_cadence,"0.0",rpm,left_pco,"-1",mm,right_pco,"-4",mm,left_power_phase,"22.500000351562505|220.7812534497071",degrees,left_power_phase_peak,"80.15625125244142|123.75000193359378",degrees,right_power_phase,"15.468750241699222|213.7500033398438",degrees,right_power_phase_peak,"84.3750013183594|127.96875199951175",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.1999999999998",m,enhanced_speed,"6.933",m/s,
Data,15,record,timestamp,"1024875310",s,distance,"9485.93",m,accumulated_power,"210818",watts,altitude,"1706.1999999999998",m,speed,"6.951",m/s,power,"163",watts,enhanced_respiration_rate,"32.9",Breaths/min,heart_rate,"123",bpm,cadence,"102",rpm,temperature,"28",C,left_right_balance,"172",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"-5",mm,left_power_phase,"331.87500518554697|212.34375331787115",degrees,left_power_phase_peak,"64.68750101074221|116.7187518237305",degrees,right_power_phase,"7.031250109863283|215.15625336181645",degrees,right_power_phase_peak,"85.78125134033205|130.78125204345707",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.1999999999998",m,enhanced_speed,"6.951",m/s,
Data,15,record,timestamp,"1024875311",s,distance,"9492.95",m,accumulated_power,"210927",watts,altitude,"1706.1999999999998",m,speed,"6.951",m/s,power,"109",watts,enhanced_respiration_rate,"32.96",Breaths/min,heart_rate,"122",bpm,cadence,"102",rpm,temperature,"28",C,left_right_balance,"176",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"-5",mm,left_power_phase,"7.031250109863283|205.31250320800785",degrees,left_power_phase_peak,"82.96875129638674|123.75000193359378",degrees,right_power_phase,"7.031250109863283|215.15625336181645",degrees,right_power_phase_peak,"85.78125134033205|130.78125204345707",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.1999999999998",m,enhanced_speed,"6.951",m/s,
Data,15,record,timestamp,"1024875312",s,distance,"9499.9",m,accumulated_power,"211028",watts,altitude,"1706.4",m,speed,"6.951",m/s,power,"101",watts,enhanced_respiration_rate,"32.96",Breaths/min,heart_rate,"121",bpm,cadence,"102",rpm,temperature,"28",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-1",mm,right_pco,"-1",mm,left_power_phase,"7.031250109863283|205.31250320800785",degrees,left_power_phase_peak,"82.96875129638674|123.75000193359378",degrees,right_power_phase,"7.031250109863283|215.15625336181645",degrees,right_power_phase_peak,"85.78125134033205|130.78125204345707",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.4",m,enhanced_speed,"6.951",m/s,
Data,15,record,timestamp,"1024875313",s,distance,"9506.82",m,accumulated_power,"211148",watts,altitude,"1706.4",m,speed,"6.933",m/s,power,"120",watts,enhanced_respiration_rate,"32.96",Breaths/min,heart_rate,"119",bpm,cadence,"101",rpm,temperature,"28",C,left_right_balance,"169",,fractional_cadence,"0.0",rpm,left_pco,"0",mm,right_pco,"-1",mm,left_power_phase,"0.0|220.7812534497071",degrees,left_power_phase_peak,"75.93750118652346|125.15625195556643",degrees,right_power_phase,"7.031250109863283|215.15625336181645",degrees,right_power_phase_peak,"85.78125134033205|130.78125204345707",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.4",m,enhanced_speed,"6.933",m/s,
Data,15,record,timestamp,"1024875314",s,distance,"9513.81",m,accumulated_power,"211344",watts,altitude,"1706.4",m,speed,"6.933",m/s,power,"196",watts,enhanced_respiration_rate,"32.96",Breaths/min,heart_rate,"119",bpm,cadence,"102",rpm,temperature,"28",C,left_right_balance,"173",,fractional_cadence,"0.0",rpm,left_pco,"-1",mm,right_pco,"0",mm,left_power_phase,"0.0|220.7812534497071",degrees,left_power_phase_peak,"75.93750118652346|125.15625195556643",degrees,right_power_phase,"7.031250109863283|215.15625336181645",degrees,right_power_phase_peak,"85.78125134033205|130.78125204345707",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.4",m,enhanced_speed,"6.933",m/s,
Data,15,record,timestamp,"1024875315",s,distance,"9520.81",m,accumulated_power,"211454",watts,altitude,"1706.4",m,speed,"6.933",m/s,power,"110",watts,enhanced_respiration_rate,"32.96",Breaths/min,heart_rate,"118",bpm,cadence,"102",rpm,temperature,"28",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"0",mm,right_pco,"-4",mm,left_power_phase,"333.2812552075196|209.53125327392584",degrees,left_power_phase_peak,"60.46875094482424|116.7187518237305",degrees,right_power_phase,"8.43750013183594|229.218753581543",degrees,right_power_phase_peak,"82.96875129638674|127.96875199951175",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.4",m,enhanced_speed,"6.933",m/s,
Data,15,record,timestamp,"1024875316",s,distance,"9527.73",m,accumulated_power,"211571",watts,altitude,"1706.6",m,speed,"6.923",m/s,power,"117",watts,enhanced_respiration_rate,"32.96",Breaths/min,heart_rate,"118",bpm,cadence,"102",rpm,temperature,"28",C,left_right_balance,"172",,fractional_cadence,"0.0",rpm,left_pco,"0",mm,right_pco,"-4",mm,left_power_phase,"12.65625019775391|215.15625336181645",degrees,left_power_phase_peak,"82.96875129638674|125.15625195556643",degrees,right_power_phase,"15.468750241699222|205.31250320800785",degrees,right_power_phase_peak,"87.18750136230472|126.5625019775391",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.6",m,enhanced_speed,"6.923",m/s,
Data,15,record,timestamp,"1024875317",s,distance,"9534.65",m,accumulated_power,"211739",watts,altitude,"1706.6",m,speed,"6.923",m/s,power,"168",watts,enhanced_respiration_rate,"32.6",Breaths/min,heart_rate,"117",bpm,cadence,"103",rpm,temperature,"28",C,left_right_balance,"170",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"1",mm,left_power_phase,"341.71875533935554|217.96875340576176",degrees,left_power_phase_peak,"73.12500114257814|122.34375191162113",degrees,right_power_phase,"15.468750241699222|205.31250320800785",degrees,right_power_phase_peak,"87.18750136230472|126.5625019775391",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.6",m,enhanced_speed,"6.923",m/s,
Data,15,record,timestamp,"1024875318",s,distance,"9541.49",m,accumulated_power,"211909",watts,altitude,"1706.8000000000002",m,speed,"6.914",m/s,power,"170",watts,enhanced_respiration_rate,"32.6",Breaths/min,heart_rate,"117",bpm,cadence,"101",rpm,temperature,"28",C,left_right_balance,"172",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"-3",mm,left_power_phase,"341.71875533935554|217.96875340576176",degrees,left_power_phase_peak,"73.12500114257814|122.34375191162113",degrees,right_power_phase,"15.468750241699222|205.31250320800785",degrees,right_power_phase_peak,"87.18750136230472|126.5625019775391",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.8000000000002",m,enhanced_speed,"6.914",m/s,
Data,15,record,timestamp,"1024875319",s,distance,"9548.41",m,accumulated_power,"212072",watts,altitude,"1706.8000000000002",m,speed,"6.914",m/s,power,"163",watts,enhanced_respiration_rate,"32.6",Breaths/min,heart_rate,"117",bpm,cadence,"101",rpm,temperature,"28",C,left_right_balance,"166",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"-3",mm,left_power_phase,"345.9375054052735|233.437503647461",degrees,left_power_phase_peak,"73.12500114257814|122.34375191162113",degrees,right_power_phase,"8.43750013183594|240.46875375732427",degrees,right_power_phase_peak,"80.15625125244142|133.59375208740238",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1706.8000000000002",m,enhanced_speed,"6.914",m/s,
Data,15,record,timestamp,"1024875320",s,distance,"9555.2",m,accumulated_power,"212220",watts,altitude,"1707.0",m,speed,"6.905",m/s,power,"148",watts,enhanced_respiration_rate,"32.6",Breaths/min,heart_rate,"117",bpm,cadence,"101",rpm,temperature,"28",C,left_right_balance,"181",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"-2",mm,left_power_phase,"15.468750241699222|217.96875340576176",degrees,left_power_phase_peak,"87.18750136230472|125.15625195556643",degrees,right_power_phase,"354.3750055371095|233.437503647461",degrees,right_power_phase_peak,"74.5312511645508|130.78125204345707",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.0",m,enhanced_speed,"6.905",m/s,
Data,15,record,timestamp,"1024875321",s,distance,"9561.9",m,accumulated_power,"212404",watts,altitude,"1707.0",m,speed,"6.886",m/s,power,"184",watts,enhanced_respiration_rate,"32.6",Breaths/min,heart_rate,"117",bpm,cadence,"100",rpm,temperature,"28",C,left_right_balance,"173",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"-2",mm,left_power_phase,"15.468750241699222|217.96875340576176",degrees,left_power_phase_peak,"87.18750136230472|125.15625195556643",degrees,right_power_phase,"354.3750055371095|233.437503647461",degrees,right_power_phase_peak,"74.5312511645508|130.78125204345707",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.0",m,enhanced_speed,"6.886",m/s,
Data,15,record,timestamp,"1024875322",s,distance,"9568.72",m,accumulated_power,"212571",watts,altitude,"1707.0",m,speed,"6.877",m/s,power,"167",watts,enhanced_respiration_rate,"30.79",Breaths/min,heart_rate,"117",bpm,cadence,"101",rpm,temperature,"28",C,left_right_balance,"173",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-3",mm,left_power_phase,"350.1562554711915|217.96875340576176",degrees,left_power_phase_peak,"74.5312511645508|120.93750188964847",degrees,right_power_phase,"7.031250109863283|227.81250355957036",degrees,right_power_phase_peak,"81.56250127441409|127.96875199951175",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.0",m,enhanced_speed,"6.877",m/s,
Data,15,record,timestamp,"1024875323",s,distance,"9575.56",m,accumulated_power,"212733",watts,altitude,"1707.0",m,speed,"6.867",m/s,power,"162",watts,enhanced_respiration_rate,"30.79",Breaths/min,heart_rate,"117",bpm,cadence,"101",rpm,temperature,"28",C,left_right_balance,"173",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-3",mm,left_power_phase,"340.3125053173829|223.5937534936524",degrees,left_power_phase_peak,"64.68750101074221|108.28125169189455",degrees,right_power_phase,"8.43750013183594|236.2500036914063",degrees,right_power_phase_peak,"77.34375120849612|126.5625019775391",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.0",m,enhanced_speed,"6.867",m/s,
Data,15,record,timestamp,"1024875324",s,distance,"9582.35",m,accumulated_power,"212883",watts,altitude,"1707.1999999999998",m,speed,"6.849",m/s,power,"150",watts,enhanced_respiration_rate,"30.79",Breaths/min,heart_rate,"117",bpm,cadence,"98",rpm,temperature,"28",C,left_right_balance,"173",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-3",mm,left_power_phase,"340.3125053173829|223.5937534936524",degrees,left_power_phase_peak,"64.68750101074221|108.28125169189455",degrees,right_power_phase,"8.43750013183594|236.2500036914063",degrees,right_power_phase_peak,"77.34375120849612|126.5625019775391",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.1999999999998",m,enhanced_speed,"6.849",m/s,
Data,15,record,timestamp,"1024875325",s,distance,"9589.17",m,accumulated_power,"213092",watts,altitude,"1707.1999999999998",m,speed,"6.839",m/s,power,"209",watts,enhanced_respiration_rate,"30.79",Breaths/min,heart_rate,"117",bpm,cadence,"100",rpm,temperature,"28",C,left_right_balance,"173",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-3",mm,left_power_phase,"340.3125053173829|223.5937534936524",degrees,left_power_phase_peak,"64.68750101074221|108.28125169189455",degrees,right_power_phase,"8.43750013183594|236.2500036914063",degrees,right_power_phase_peak,"77.34375120849612|126.5625019775391",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.1999999999998",m,enhanced_speed,"6.839",m/s,
Data,15,record,timestamp,"1024875326",s,distance,"9596.03",m,accumulated_power,"213254",watts,altitude,"1707.1999999999998",m,speed,"6.839",m/s,power,"162",watts,enhanced_respiration_rate,"31.94",Breaths/min,heart_rate,"117",bpm,cadence,"100",rpm,temperature,"28",C,left_right_balance,"176",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"0",mm,left_power_phase,"340.3125053173829|223.5937534936524",degrees,left_power_phase_peak,"64.68750101074221|108.28125169189455",degrees,right_power_phase,"1.4062500219726566|244.68750382324225",degrees,right_power_phase_peak,"74.5312511645508|125.15625195556643",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.1999999999998",m,enhanced_speed,"6.839",m/s,
Data,15,record,timestamp,"1024875327",s,distance,"9602.97",m,accumulated_power,"213409",watts,altitude,"1707.1999999999998",m,speed,"6.83",m/s,power,"155",watts,enhanced_respiration_rate,"31.94",Breaths/min,heart_rate,"119",bpm,cadence,"100",rpm,temperature,"27",C,left_right_balance,"162",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"-1",mm,left_power_phase,"340.3125053173829|223.5937534936524",degrees,left_power_phase_peak,"64.68750101074221|108.28125169189455",degrees,right_power_phase,"11.250000175781253|229.218753581543",degrees,right_power_phase_peak,"81.56250127441409|129.37500202148442",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.1999999999998",m,enhanced_speed,"6.83",m/s,
Data,15,record,timestamp,"1024875328",s,distance,"9609.83",m,accumulated_power,"213597",watts,altitude,"1707.4",m,speed,"6.83",m/s,power,"188",watts,enhanced_respiration_rate,"31.94",Breaths/min,heart_rate,"120",bpm,cadence,"104",rpm,temperature,"28",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"-1",mm,left_power_phase,"340.3125053173829|223.5937534936524",degrees,left_power_phase_peak,"64.68750101074221|108.28125169189455",degrees,right_power_phase,"11.250000175781253|229.218753581543",degrees,right_power_phase_peak,"81.56250127441409|129.37500202148442",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.4",m,enhanced_speed,"6.83",m/s,
Data,15,record,timestamp,"1024875329",s,distance,"9616.56",m,accumulated_power,"213713",watts,altitude,"1707.4",m,speed,"6.811",m/s,power,"116",watts,enhanced_respiration_rate,"31.94",Breaths/min,heart_rate,"120",bpm,cadence,"100",rpm,temperature,"27",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"-3",mm,right_power_phase,"11.250000175781253|229.218753581543",degrees,right_power_phase_peak,"81.56250127441409|129.37500202148442",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.4",m,enhanced_speed,"6.811",m/s,,,,,,,
Data,15,record,timestamp,"1024875330",s,distance,"9623.25",m,accumulated_power,"213817",watts,altitude,"1707.4",m,speed,"6.802",m/s,power,"104",watts,enhanced_respiration_rate,"31.94",Breaths/min,heart_rate,"118",bpm,cadence,"98",rpm,temperature,"27",C,left_right_balance,"173",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"-1",mm,left_power_phase,"350.1562554711915|210.9375032958985",degrees,left_power_phase_peak,"77.34375120849612|122.34375191162113",degrees,right_power_phase,"7.031250109863283|219.37500342773444",degrees,right_power_phase_peak,"81.56250127441409|118.12500184570315",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.4",m,enhanced_speed,"6.802",m/s,
Data,15,record,timestamp,"1024875331",s,distance,"9630.03",m,accumulated_power,"213982",watts,altitude,"1707.4",m,speed,"6.802",m/s,power,"165",watts,enhanced_respiration_rate,"31.92",Breaths/min,heart_rate,"117",bpm,cadence,"99",rpm,temperature,"27",C,left_right_balance,"168",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"-1",mm,left_power_phase,"350.1562554711915|210.9375032958985",degrees,left_power_phase_peak,"77.34375120849612|122.34375191162113",degrees,right_power_phase,"7.031250109863283|219.37500342773444",degrees,right_power_phase_peak,"81.56250127441409|118.12500184570315",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.4",m,enhanced_speed,"6.802",m/s,
Data,15,record,timestamp,"1024875332",s,distance,"9636.72",m,accumulated_power,"214105",watts,altitude,"1707.6",m,speed,"6.793",m/s,power,"123",watts,enhanced_respiration_rate,"31.92",Breaths/min,heart_rate,"115",bpm,cadence,"100",rpm,temperature,"27",C,left_right_balance,"174",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-1",mm,left_power_phase,"350.1562554711915|210.9375032958985",degrees,left_power_phase_peak,"77.34375120849612|122.34375191162113",degrees,right_power_phase,"7.031250109863283|219.37500342773444",degrees,right_power_phase_peak,"81.56250127441409|118.12500184570315",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.6",m,enhanced_speed,"6.793",m/s,
Data,15,record,timestamp,"1024875333",s,distance,"9643.42",m,accumulated_power,"214234",watts,altitude,"1707.6",m,speed,"6.793",m/s,power,"129",watts,enhanced_respiration_rate,"31.92",Breaths/min,heart_rate,"112",bpm,cadence,"99",rpm,temperature,"27",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-1",mm,left_power_phase,"350.1562554711915|219.37500342773444",degrees,left_power_phase_peak,"80.15625125244142|125.15625195556643",degrees,right_power_phase,"15.468750241699222|222.18750347167975",degrees,right_power_phase_peak,"78.75000123046877|126.5625019775391",degrees,unknown,"2",,unknown,"93",,unknown,"93",,enhanced_altitude,"1707.6",m,enhanced_speed,"6.793",m/s,
